Voronoi Tesselation Data: 
NumbCells 400 	 rng 2031 
ratio pressure to tension	3.333333
Global:
LX	750.000000
LY	750.000000
A0	1406.250000
SEED	89542
TIMEINTERVAL	1.000000
MINAREA	14.062500
MINLENGTH	0.625000
NEWEDGELENGTH	1.250000
K	1.333333
GAMMA	10.000000
TOTALTIME	100.000000
CURRENTTIME	0.000000
VERBOSEON	1
INITIALSTEPSIZE	0.000100
error_tolerance_absolute_mechanical	0.010000
TISSUE_ALPHA	4.00
ALPHAM	0.400000
TISSUE_EXT_STRESS_X	0.000000
TISSUE_EXT_STRESS_Y	0.000000
equilibriumtolerance	1.000000e-02
NUCLEATIONTHRESHOLD	2.000000
NUCLEATIONBASECRITERIA	1
endGlobal
Vertices
id	x	y
30	 3005	 3057	 0 	 0 
31	 3057	 4055	 0 	 0 
32	 4055	 5052	 0 	 0 
33	 5052	 5051	 0 	 0 
34	 4297	 3140	 0 	 0 
35	 3140	 3148	 0 	 0 
36	 3148	 3150	 0 	 0 
37	 3150	 3141	 0 	 0 
38	 3141	 3142	 0 	 0 
39	 3142	 4296	 0 	 0 
40	 4296	 4297	 0 	 0 
41	 4086	 1930	 0 	 0 
42	 1930	 1931	 0 	 0 
43	 1931	 1932	 0 	 0 
44	 1932	 1934	 0 	 0 
45	 1934	 1933	 0 	 0 
46	 1933	 3007	 0 	 0 
47	 3007	 4084	 0 	 0 
48	 4084	 4086	 0 	 0 
49	 1841	 2975	 1 	 0 
50	 2975	 5059	 0 	 0 
51	 5059	 5057	 0 	 0 
52	 5057	 5061	 0 	 0 
53	 5061	 1840	 1 	 0 
54	 1840	 1841	 0 	 0 
55	 5030	 5022	 0 	 0 
56	 5022	 5021	 0 	 0 
57	 5021	 5020	 0 	 0 
58	 5020	 5773	 0 	 0 
59	 5773	 5775	 0 	 0 
60	 5242	 4286	 0 	 0 
61	 4286	 4285	 0 	 0 
62	 4285	 4284	 0 	 0 
63	 4284	 4287	 0 	 0 
64	 4287	 4288	 0 	 0 
65	 4288	 5241	 0 	 0 
66	 5241	 5242	 0 	 0 
67	 6785	 6783	 0 	 0 
68	 6783	 6782	 0 	 0 
69	 6782	 6781	 0 	 0 
70	 6781	 6784	 0 	 0 
71	 6784	 6785	 0 	 0 
72	 4696	 3618	 0 	 0 
73	 3618	 3617	 0 	 0 
74	 3617	 4694	 0 	 0 
75	 4694	 4698	 0 	 0 
76	 4698	 4696	 0 	 0 
77	 5268	 5264	 0 	 0 
78	 5264	 5267	 0 	 0 
79	 5267	 5266	 0 	 0 
80	 5266	 5265	 0 	 0 
81	 5265	 5269	 0 	 0 
82	 5269	 5268	 0 	 0 
83	 5825	 4257	 0 	 0 
84	 4257	 4260	 0 	 0 
85	 4260	 4259	 0 	 0 
86	 4259	 4258	 0 	 0 
87	 4258	 5823	 0 	 0 
88	 5823	 5825	 0 	 0 
89	 5540	 3065	 0 	 0 
90	 3065	 3066	 0 	 0 
91	 3066	 3064	 0 	 0 
92	 3064	 5539	 0 	 0 
93	 5539	 5540	 0 	 0 
94	 2953	 1882	 0 	 0 
95	 1882	 1881	 0 	 0 
96	 1881	 2957	 0 	 0 
97	 2957	 2953	 0 	 0 
98	 1893	 878	 0 	 0 
99	 878	 1846	 0 	 0 
100	 1846	 1891	 0 	 0 
101	 1891	 1890	 0 	 0 
102	 1890	 1892	 0 	 0 
103	 1892	 1893	 0 	 0 
104	 1918	 1915	 0 	 0 
105	 1915	 1916	 0 	 0 
106	 1916	 1917	 0 	 0 
107	 1917	 1914	 0 	 0 
108	 1914	 1920	 0 	 0 
109	 1920	 1918	 0 	 0 
110	 4264	 6778	 0 	 1 
111	 6778	 4261	 0 	 1 
112	 4261	 4262	 0 	 0 
113	 4262	 4265	 0 	 0 
114	 4265	 4264	 0 	 0 
115	 6325	 3119	 0 	 0 
116	 3119	 3117	 0 	 0 
117	 3117	 4257	 0 	 0 
118	 5825	 6326	 0 	 0 
119	 6326	 6325	 0 	 0 
120	 6816	 2006	 0 	 1 
121	 2006	 2007	 0 	 0 
122	 2007	 2037	 0 	 0 
123	 2037	 6817	 0 	 1 
124	 6817	 6816	 0 	 0 
125	 3015	 1933	 0 	 0 
126	 1934	 3002	 0 	 0 
127	 3002	 3003	 0 	 0 
128	 3003	 3016	 0 	 0 
129	 3016	 3015	 0 	 0 
130	 5238	 5232	 0 	 0 
131	 5232	 5234	 0 	 0 
132	 5234	 5233	 0 	 0 
133	 5233	 5231	 0 	 0 
134	 5231	 5230	 0 	 0 
135	 5230	 5239	 0 	 0 
136	 5239	 5238	 0 	 0 
137	 6778	 6377	 0 	 0 
138	 6377	 6376	 0 	 0 
139	 6376	 6372	 0 	 0 
140	 6372	 3008	 0 	 1 
141	 3008	 4261	 0 	 0 
142	 7008	 4099	 0 	 0 
143	 4099	 4098	 0 	 0 
144	 4098	 5826	 0 	 0 
145	 5826	 7007	 0 	 0 
146	 7007	 7008	 0 	 0 
147	 4695	 2594	 0 	 0 
148	 2594	 2593	 0 	 0 
149	 2593	 3618	 0 	 0 
150	 4696	 4695	 0 	 0 
151	 2904	 2903	 0 	 0 
152	 2903	 2902	 0 	 0 
153	 2902	 2901	 0 	 0 
154	 2901	 2905	 0 	 0 
155	 2905	 2904	 0 	 0 
156	 3063	 921	 0 	 0 
157	 921	 922	 0 	 0 
158	 922	 910	 0 	 0 
159	 910	 911	 0 	 0 
160	 911	 3062	 0 	 0 
161	 3062	 3063	 0 	 0 
162	 5138	 5127	 0 	 0 
163	 5127	 5129	 0 	 0 
164	 5129	 4142	 0 	 0 
165	 4142	 3060	 0 	 0 
166	 3060	 3058	 0 	 0 
167	 3058	 5140	 0 	 0 
168	 5140	 5138	 0 	 0 
169	 4050	 1888	 0 	 0 
170	 1888	 1889	 0 	 0 
171	 1889	 1890	 0 	 0 
172	 1891	 4046	 0 	 0 
173	 4046	 4050	 0 	 0 
174	 5133	 4146	 0 	 0 
175	 4146	 4147	 0 	 0 
176	 4147	 4145	 0 	 0 
177	 4145	 4144	 0 	 0 
178	 4144	 5130	 0 	 0 
179	 5130	 5133	 0 	 0 
180	 4262	 4252	 0 	 0 
181	 4252	 4260	 0 	 0 
182	 3117	 4265	 0 	 0 
183	 3005	 3004	 0 	 0 
184	 3004	 3003	 0 	 0 
185	 3002	 3001	 0 	 0 
186	 3001	 3056	 0 	 0 
187	 3056	 3057	 0 	 0 
188	 4319	 3151	 0 	 0 
189	 3151	 2025	 0 	 0 
190	 2025	 3137	 0 	 0 
191	 3137	 5126	 0 	 1 
192	 5126	 5870	 0 	 0 
193	 5870	 5869	 0 	 0 
194	 5869	 5125	 0 	 0 
195	 5125	 4319	 0 	 1 
196	 4285	 4271	 0 	 0 
197	 4271	 4278	 0 	 0 
198	 4278	 4276	 0 	 0 
199	 4276	 4284	 0 	 0 
200	 4117	 3040	 0 	 0 
201	 3040	 3038	 0 	 0 
202	 3038	 918	 1 	 0 
203	 918	 332	 0 	 0 
204	 332	 3031	 1 	 0 
205	 3031	 4118	 0 	 0 
206	 4118	 4117	 0 	 0 
207	 3069	 3058	 0 	 0 
208	 3060	 3059	 0 	 0 
209	 3059	 3067	 0 	 0 
210	 3067	 3070	 0 	 0 
211	 3070	 3069	 0 	 0 
212	 5543	 4711	 0 	 0 
213	 4711	 4712	 0 	 0 
214	 4712	 4697	 0 	 0 
215	 4697	 4695	 0 	 0 
216	 4698	 5537	 0 	 0 
217	 5537	 5536	 0 	 0 
218	 5536	 5544	 0 	 0 
219	 6382	 6380	 0 	 0 
220	 6380	 6381	 0 	 0 
221	 6381	 6371	 0 	 0 
222	 6371	 6384	 0 	 0 
223	 6384	 6382	 0 	 0 
224	 2936	 1845	 0 	 0 
225	 1845	 876	 0 	 0 
226	 876	 325	 0 	 0 
227	 325	 326	 0 	 0 
228	 326	 2902	 0 	 0 
229	 2903	 2935	 0 	 0 
230	 2935	 2936	 0 	 0 
231	 5772	 5028	 0 	 0 
232	 5028	 5027	 0 	 0 
233	 5027	 2012	 0 	 0 
234	 2012	 2115	 0 	 0 
235	 2115	 2114	 0 	 0 
236	 2114	 5776	 0 	 0 
237	 5776	 5772	 0 	 0 
238	 4288	 3006	 0 	 0 
239	 3006	 4089	 0 	 0 
240	 4089	 5244	 0 	 0 
241	 5244	 5241	 0 	 0 
242	 6361	 6359	 0 	 0 
243	 6359	 6360	 0 	 0 
244	 6360	 6358	 0 	 0 
245	 6358	 6357	 0 	 0 
246	 6357	 6355	 0 	 0 
247	 6355	 6356	 0 	 0 
248	 6356	 6362	 0 	 0 
249	 343	 339	 0 	 0 
250	 339	 340	 0 	 0 
251	 340	 341	 0 	 0 
252	 341	 342	 0 	 0 
253	 342	 343	 0 	 0 
254	 2912	 318	 0 	 0 
255	 318	 313	 0 	 0 
256	 313	 855	 0 	 0 
257	 855	 1816	 0 	 0 
258	 1816	 2913	 0 	 0 
259	 2913	 2912	 0 	 0 
260	 5230	 4269	 0 	 0 
261	 4269	 4270	 0 	 0 
262	 4270	 5236	 0 	 0 
263	 5236	 5239	 0 	 0 
264	 2920	 1824	 0 	 0 
265	 1824	 1941	 0 	 0 
266	 1941	 2909	 0 	 0 
267	 2909	 2908	 0 	 0 
268	 2908	 2919	 0 	 0 
269	 2919	 2920	 0 	 0 
270	 4094	 3053	 0 	 0 
271	 3053	 3052	 0 	 0 
272	 3052	 1964	 0 	 0 
273	 4093	 4094	 0 	 0 
274	 3077	 3069	 0 	 0 
275	 3070	 3068	 0 	 0 
276	 3068	 3075	 0 	 0 
277	 3075	 3074	 0 	 0 
278	 3074	 3078	 0 	 0 
279	 3078	 3077	 0 	 0 
280	 4145	 1967	 0 	 0 
281	 1967	 3071	 0 	 0 
282	 3071	 3075	 0 	 0 
283	 3068	 4144	 0 	 0 
284	 6829	 6826	 0 	 0 
285	 6826	 6825	 0 	 0 
286	 6825	 6828	 0 	 0 
287	 6828	 6827	 0 	 0 
288	 6827	 6830	 0 	 0 
289	 6830	 6829	 0 	 0 
290	 3001	 2997	 0 	 0 
291	 2997	 2999	 0 	 0 
292	 2999	 3055	 0 	 0 
293	 3055	 3056	 0 	 0 
294	 5256	 2116	 0 	 0 
295	 2116	 3207	 0 	 0 
296	 3207	 3208	 0 	 0 
297	 3208	 5257	 0 	 0 
298	 5257	 5256	 0 	 0 
299	 4312	 3155	 0 	 0 
300	 3155	 3147	 0 	 0 
301	 3147	 3153	 0 	 0 
302	 3153	 4315	 0 	 0 
303	 4315	 4312	 0 	 0 
304	 5254	 4296	 0 	 0 
305	 3142	 1003	 0 	 0 
306	 1003	 2116	 0 	 0 
307	 5256	 5254	 0 	 0 
308	 4110	 4058	 0 	 0 
309	 4058	 4059	 0 	 0 
310	 4059	 4054	 0 	 0 
311	 4054	 4052	 0 	 0 
312	 4052	 4053	 0 	 0 
313	 4053	 4051	 0 	 0 
314	 4051	 4109	 0 	 0 
315	 4109	 4110	 0 	 0 
316	 4310	 3146	 0 	 0 
317	 3146	 2030	 0 	 0 
318	 2030	 2031	 0 	 0 
319	 2031	 3158	 0 	 0 
320	 3158	 4311	 0 	 0 
321	 4311	 4310	 0 	 0 
322	 7006	 5876	 0 	 0 
323	 5876	 6332	 0 	 0 
324	 6332	 6331	 0 	 0 
325	 6331	 5875	 0 	 0 
326	 5875	 7004	 0 	 0 
327	 7004	 7006	 0 	 0 
328	 4030	 861	 0 	 0 
329	 861	 860	 0 	 0 
330	 860	 3012	 0 	 0 
331	 3012	 3013	 0 	 0 
332	 3013	 4031	 0 	 0 
333	 4031	 4030	 0 	 0 
334	 6830	 6381	 0 	 0 
335	 6380	 6394	 0 	 0 
336	 6394	 6393	 0 	 0 
337	 6393	 6829	 0 	 0 
338	 3131	 862	 0 	 0 
339	 862	 904	 0 	 0 
340	 904	 1882	 0 	 0 
341	 2953	 2952	 0 	 0 
342	 2952	 1825	 0 	 0 
343	 1825	 3132	 0 	 0 
344	 3132	 3131	 0 	 0 
345	 349	 346	 0 	 0 
346	 346	 347	 0 	 0 
347	 347	 345	 0 	 0 
348	 345	 348	 0 	 0 
349	 348	 350	 0 	 0 
350	 350	 349	 0 	 0 
351	 6743	 6333	 0 	 0 
352	 6333	 6375	 0 	 0 
353	 6375	 6374	 0 	 0 
354	 6374	 6331	 0 	 0 
355	 6332	 6741	 0 	 0 
356	 6741	 6743	 0 	 0 
357	 4020	 4016	 0 	 0 
358	 4016	 2015	 0 	 0 
359	 2015	 2016	 0 	 0 
360	 2016	 2014	 0 	 0 
361	 2014	 4019	 0 	 0 
362	 4019	 4020	 0 	 0 
363	 5134	 3062	 0 	 0 
364	 911	 913	 0 	 0 
365	 913	 5132	 0 	 0 
366	 5132	 5134	 0 	 0 
367	 3210	 320	 0 	 0 
368	 320	 926	 1 	 0 
369	 926	 1911	 0 	 0 
370	 1911	 131	 1 	 0 
371	 131	 2117	 0 	 0 
372	 2117	 3209	 0 	 0 
373	 3209	 3210	 0 	 0 
374	 5136	 3078	 0 	 0 
375	 3074	 3073	 0 	 0 
376	 3073	 4100	 0 	 0 
377	 4100	 5137	 0 	 0 
378	 5137	 5136	 0 	 0 
379	 3129	 372	 0 	 0 
380	 372	 1885	 0 	 0 
381	 1885	 1886	 0 	 0 
382	 1886	 862	 0 	 0 
383	 3131	 3129	 0 	 0 
384	 1816	 1819	 0 	 0 
385	 1819	 1818	 0 	 0 
386	 1818	 1817	 0 	 0 
387	 1817	 2914	 0 	 0 
388	 2914	 2913	 0 	 0 
389	 3029	 3025	 0 	 0 
390	 3025	 3024	 0 	 0 
391	 3024	 3027	 0 	 0 
392	 3026	 3028	 0 	 0 
393	 3028	 3029	 0 	 0 
394	 4362	 127	 0 	 0 
395	 127	 1826	 0 	 0 
396	 1826	 2925	 0 	 0 
397	 2925	 2927	 0 	 0 
398	 2927	 4363	 0 	 0 
399	 4363	 4362	 0 	 0 
400	 3071	 3072	 0 	 0 
401	 3072	 3073	 0 	 0 
402	 5063	 3000	 0 	 0 
403	 3000	 2999	 0 	 0 
404	 2997	 2998	 0 	 0 
405	 2998	 5065	 0 	 0 
406	 5065	 5063	 0 	 0 
407	 3067	 5131	 0 	 0 
408	 5131	 5130	 0 	 0 
409	 4282	 3011	 0 	 0 
410	 3011	 3010	 0 	 0 
411	 3010	 3013	 0 	 0 
412	 3012	 4280	 0 	 0 
413	 4280	 4282	 0 	 0 
414	 6356	 5868	 0 	 0 
415	 5868	 5869	 0 	 0 
416	 5870	 5871	 0 	 0 
417	 5251	 5249	 0 	 0 
418	 5249	 5248	 0 	 0 
419	 5248	 5247	 0 	 0 
420	 5247	 5246	 0 	 0 
421	 5246	 5250	 0 	 0 
422	 5250	 5251	 0 	 0 
423	 6405	 6389	 0 	 0 
424	 6389	 6391	 0 	 0 
425	 6391	 6363	 0 	 0 
426	 6363	 6364	 0 	 0 
427	 6364	 6365	 0 	 0 
428	 6365	 6404	 0 	 0 
429	 6404	 6405	 0 	 0 
430	 4719	 5249	 0 	 1 
431	 5251	 4718	 0 	 1 
432	 4718	 4720	 0 	 0 
433	 4720	 4719	 0 	 0 
434	 4098	 3017	 0 	 0 
435	 1949	 5828	 0 	 0 
436	 5828	 5826	 0 	 0 
437	 5032	 4024	 0 	 0 
438	 4024	 4025	 0 	 0 
439	 4025	 4026	 0 	 0 
440	 4026	 4023	 0 	 0 
441	 4023	 4022	 0 	 0 
442	 4022	 5029	 0 	 0 
443	 5782	 4062	 0 	 0 
444	 4062	 5064	 0 	 0 
445	 5064	 5067	 0 	 0 
446	 5067	 4061	 0 	 0 
447	 4061	 5783	 0 	 0 
448	 5783	 5782	 0 	 0 
449	 5274	 2117	 0 	 0 
450	 131	 2971	 1 	 0 
451	 2971	 2970	 0 	 0 
452	 2970	 4302	 1 	 0 
453	 4302	 4301	 0 	 0 
454	 4301	 5273	 0 	 0 
455	 5273	 5274	 0 	 0 
456	 5823	 5824	 0 	 0 
457	 5824	 6328	 0 	 0 
458	 6328	 6326	 0 	 0 
459	 4308	 2038	 0 	 0 
460	 2038	 2037	 0 	 0 
461	 2007	 2009	 0 	 0 
462	 2009	 4309	 0 	 0 
463	 4309	 4308	 0 	 0 
464	 4316	 4314	 0 	 0 
465	 4314	 4315	 0 	 0 
466	 3153	 3152	 0 	 0 
467	 3152	 3151	 0 	 0 
468	 4319	 4316	 0 	 0 
469	 5028	 5024	 0 	 0 
470	 5024	 5023	 0 	 0 
471	 5023	 5025	 0 	 0 
472	 5025	 5026	 0 	 0 
473	 5026	 5027	 0 	 0 
474	 6813	 6812	 0 	 0 
475	 6812	 4267	 0 	 1 
476	 4267	 2006	 0 	 0 
477	 6816	 6814	 0 	 0 
478	 6814	 6813	 0 	 0 
479	 6355	 5122	 0 	 0 
480	 5122	 5121	 0 	 0 
481	 5121	 5120	 0 	 0 
482	 5120	 5868	 0 	 0 
483	 6185	 4705	 0 	 0 
484	 4705	 4697	 0 	 0 
485	 4712	 4708	 0 	 0 
486	 4708	 6184	 0 	 0 
487	 6184	 6185	 0 	 0 
488	 6389	 6388	 0 	 0 
489	 6388	 6387	 0 	 0 
490	 6387	 6390	 0 	 0 
491	 6390	 6391	 0 	 0 
492	 941	 338	 0 	 0 
493	 338	 339	 0 	 0 
494	 343	 942	 0 	 0 
495	 942	 941	 0 	 0 
496	 2901	 1812	 0 	 0 
497	 1812	 1813	 0 	 0 
498	 1813	 1810	 0 	 0 
499	 1810	 1809	 0 	 0 
500	 1809	 1808	 0 	 0 
501	 1808	 2905	 0 	 0 
502	 2925	 2923	 0 	 0 
503	 2923	 2922	 0 	 0 
504	 2922	 2924	 0 	 0 
505	 2924	 2926	 0 	 0 
506	 2926	 2927	 0 	 0 
507	 6745	 3030	 0 	 0 
508	 3030	 1955	 0 	 0 
509	 1955	 4128	 0 	 0 
510	 4128	 6344	 0 	 0 
511	 6344	 6345	 0 	 0 
512	 6345	 6744	 0 	 0 
513	 6744	 6745	 0 	 0 
514	 2979	 1918	 0 	 0 
515	 1920	 1919	 0 	 0 
516	 1919	 2976	 0 	 0 
517	 2976	 2979	 0 	 0 
518	 5024	 4021	 0 	 0 
519	 4021	 4009	 0 	 0 
520	 4009	 4011	 0 	 0 
521	 4011	 371	 0 	 0 
522	 371	 3133	 0 	 0 
523	 3133	 5023	 0 	 0 
524	 2025	 2026	 0 	 0 
525	 2026	 2027	 0 	 0 
526	 2027	 3138	 0 	 0 
527	 3138	 3137	 0 	 0 
528	 7021	 7020	 0 	 0 
529	 7020	 7019	 0 	 0 
530	 7019	 7018	 0 	 0 
531	 7018	 7022	 0 	 0 
532	 7022	 7021	 0 	 0 
533	 4114	 1954	 0 	 0 
534	 1954	 3036	 0 	 0 
535	 3036	 3039	 0 	 0 
536	 3039	 3032	 0 	 0 
537	 3032	 4115	 0 	 0 
538	 4115	 4114	 0 	 0 
539	 2031	 956	 0 	 0 
540	 956	 2016	 0 	 0 
541	 2015	 3156	 0 	 0 
542	 3156	 3158	 0 	 0 
543	 5135	 4136	 0 	 0 
544	 4136	 4137	 0 	 0 
545	 4137	 3061	 0 	 0 
546	 3061	 3063	 0 	 0 
547	 5134	 5135	 0 	 0 
548	 4017	 3157	 0 	 0 
549	 3157	 3156	 0 	 0 
550	 4016	 4017	 0 	 0 
551	 4028	 2921	 0 	 0 
552	 2921	 1820	 0 	 0 
553	 1820	 857	 0 	 0 
554	 857	 4026	 0 	 0 
555	 4025	 4027	 0 	 0 
556	 4027	 4028	 0 	 0 
557	 3134	 3129	 0 	 0 
558	 3132	 3130	 0 	 0 
559	 3130	 3128	 0 	 0 
560	 3128	 3135	 0 	 0 
561	 3135	 3134	 0 	 0 
562	 2038	 6396	 0 	 1 
563	 6396	 6397	 0 	 0 
564	 6397	 6820	 0 	 0 
565	 6820	 6817	 0 	 0 
566	 4128	 4129	 0 	 0 
567	 4129	 5113	 0 	 0 
568	 5113	 6341	 0 	 0 
569	 6341	 6344	 0 	 0 
570	 1894	 1953	 1 	 0 
571	 1953	 4116	 0 	 0 
572	 4116	 5060	 0 	 0 
573	 5060	 5059	 0 	 0 
574	 2975	 905	 1 	 0 
575	 905	 1894	 0 	 0 
576	 4314	 4313	 0 	 0 
577	 4313	 4310	 0 	 0 
578	 4311	 4312	 0 	 0 
579	 1823	 316	 0 	 0 
580	 316	 317	 0 	 0 
581	 317	 342	 0 	 0 
582	 341	 1822	 0 	 0 
583	 1822	 1823	 0 	 0 
584	 5264	 4360	 0 	 0 
585	 4360	 4362	 0 	 0 
586	 4363	 4361	 0 	 0 
587	 4361	 4359	 0 	 0 
588	 4359	 4365	 0 	 0 
589	 4365	 5267	 0 	 0 
590	 6335	 4119	 0 	 0 
591	 4119	 4117	 0 	 0 
592	 4118	 6334	 0 	 0 
593	 6334	 6335	 0 	 0 
594	 5106	 4101	 0 	 0 
595	 4101	 3024	 0 	 0 
596	 3025	 3033	 0 	 0 
597	 3033	 4102	 0 	 0 
598	 4102	 5107	 0 	 0 
599	 5107	 5106	 0 	 0 
600	 4707	 1502	 0 	 0 
601	 1502	 2594	 0 	 0 
602	 4705	 4707	 0 	 0 
603	 2009	 2008	 0 	 0 
604	 2008	 952	 0 	 0 
605	 952	 3145	 0 	 0 
606	 3145	 4307	 0 	 0 
607	 4307	 4309	 0 	 0 
608	 915	 327	 0 	 0 
609	 327	 907	 0 	 0 
610	 907	 906	 0 	 0 
611	 906	 903	 0 	 0 
612	 903	 914	 0 	 0 
613	 914	 915	 0 	 0 
614	 5272	 4365	 0 	 0 
615	 4359	 3209	 0 	 0 
616	 5274	 5272	 0 	 0 
617	 4694	 4693	 0 	 0 
618	 4693	 5541	 0 	 0 
619	 5541	 5537	 0 	 0 
620	 5245	 4090	 0 	 0 
621	 4090	 3015	 0 	 0 
622	 3016	 3014	 0 	 0 
623	 3014	 4283	 0 	 0 
624	 4283	 5243	 0 	 0 
625	 5243	 5245	 0 	 0 
626	 4029	 958	 0 	 0 
627	 958	 959	 0 	 0 
628	 959	 352	 0 	 0 
629	 352	 319	 0 	 0 
630	 319	 858	 0 	 0 
631	 858	 861	 0 	 0 
632	 4030	 4029	 0 	 0 
633	 2904	 923	 0 	 0 
634	 923	 2934	 0 	 0 
635	 2934	 2935	 0 	 0 
636	 5250	 3212	 0 	 0 
637	 3212	 3213	 0 	 0 
638	 3213	 5842	 1 	 1 
639	 5842	 6182	 1 	 0 
640	 6182	 6181	 0 	 0 
641	 6181	 4718	 0 	 0 
642	 5058	 4113	 0 	 0 
643	 4113	 4106	 0 	 0 
644	 4106	 4109	 0 	 0 
645	 4051	 4060	 0 	 0 
646	 4060	 5056	 0 	 0 
647	 5056	 5058	 0 	 0 
648	 1953	 1954	 0 	 0 
649	 4114	 4116	 0 	 0 
650	 4283	 4282	 0 	 0 
651	 4280	 4281	 0 	 0 
652	 4281	 5240	 0 	 0 
653	 5240	 5243	 0 	 0 
654	 2917	 1823	 0 	 0 
655	 1822	 2911	 0 	 0 
656	 2911	 2916	 0 	 0 
657	 2916	 2917	 0 	 0 
658	 4303	 4299	 0 	 0 
659	 4299	 4300	 0 	 0 
660	 4300	 4301	 0 	 0 
661	 4302	 4303	 0 	 0 
662	 7016	 5827	 0 	 0 
663	 5827	 5102	 0 	 0 
664	 5102	 6824	 0 	 0 
665	 6824	 7014	 0 	 0 
666	 7014	 7016	 0 	 0 
667	 4111	 3023	 0 	 0 
668	 3023	 4107	 0 	 0 
669	 4107	 4106	 0 	 0 
670	 4113	 4111	 0 	 0 
671	 4007	 1817	 0 	 0 
672	 1818	 1815	 0 	 0 
673	 1815	 4010	 0 	 0 
674	 4010	 4007	 0 	 0 
675	 5233	 3115	 0 	 0 
676	 3115	 3118	 0 	 0 
677	 3118	 3121	 0 	 0 
678	 3121	 5231	 0 	 0 
679	 7022	 6403	 0 	 0 
680	 6403	 6405	 0 	 0 
681	 6404	 6406	 0 	 0 
682	 6406	 6407	 0 	 0 
683	 6407	 7021	 0 	 0 
684	 3032	 4103	 0 	 0 
685	 4103	 4102	 0 	 0 
686	 3033	 4112	 0 	 0 
687	 4112	 4115	 0 	 0 
688	 5064	 5063	 0 	 0 
689	 5065	 5066	 0 	 0 
690	 5066	 5067	 0 	 0 
691	 6397	 6385	 0 	 0 
692	 6385	 6387	 0 	 0 
693	 6388	 5874	 0 	 0 
694	 5874	 6392	 0 	 0 
695	 6392	 6819	 0 	 0 
696	 6819	 6820	 0 	 0 
697	 4360	 957	 0 	 0 
698	 957	 2011	 0 	 0 
699	 2011	 2010	 0 	 0 
700	 2010	 127	 0 	 0 
701	 6742	 6336	 0 	 0 
702	 6336	 6335	 0 	 0 
703	 6334	 6746	 0 	 0 
704	 6746	 6742	 0 	 0 
705	 5066	 1929	 0 	 0 
706	 1929	 1915	 0 	 0 
707	 2979	 4061	 0 	 0 
708	 6342	 5840	 0 	 0 
709	 5840	 5072	 0 	 1 
710	 5072	 4255	 0 	 0 
711	 4255	 4256	 0 	 0 
712	 4256	 1935	 0 	 0 
713	 1935	 5836	 0 	 1 
714	 5836	 6340	 0 	 0 
715	 6340	 6342	 0 	 0 
716	 4049	 3617	 0 	 0 
717	 2593	 1888	 0 	 0 
718	 4050	 4049	 0 	 0 
719	 5132	 5133	 0 	 0 
720	 5131	 5135	 0 	 0 
721	 3133	 3134	 0 	 0 
722	 3135	 5025	 0 	 0 
723	 6407	 5104	 0 	 0 
724	 5104	 5103	 0 	 0 
725	 5103	 7009	 0 	 0 
726	 7009	 7010	 0 	 0 
727	 7010	 7020	 0 	 0 
728	 913	 912	 0 	 0 
729	 912	 315	 0 	 0 
730	 315	 314	 0 	 0 
731	 314	 4146	 0 	 0 
732	 1808	 909	 0 	 0 
733	 909	 910	 0 	 0 
734	 922	 923	 0 	 0 
735	 4049	 4048	 0 	 0 
736	 4048	 2933	 0 	 0 
737	 2933	 919	 0 	 0 
738	 919	 4693	 0 	 0 
739	 3031	 3030	 0 	 0 
740	 6745	 6746	 0 	 0 
741	 6341	 6342	 0 	 0 
742	 6340	 6343	 0 	 0 
743	 6343	 6345	 0 	 0 
744	 6824	 7003	 0 	 0 
745	 7003	 7013	 0 	 0 
746	 7013	 7014	 0 	 0 
747	 916	 326	 0 	 0 
748	 325	 327	 0 	 0 
749	 915	 916	 0 	 0 
750	 6359	 5538	 0 	 0 
751	 5538	 5539	 0 	 0 
752	 3064	 4138	 0 	 0 
753	 4138	 4139	 0 	 0 
754	 4139	 4143	 0 	 0 
755	 4143	 6360	 0 	 0 
756	 4096	 941	 0 	 0 
757	 942	 943	 0 	 0 
758	 3019	 4095	 0 	 0 
759	 4095	 4096	 0 	 0 
760	 4087	 2973	 0 	 0 
761	 2973	 2974	 0 	 0 
762	 2974	 1913	 0 	 0 
763	 1913	 4085	 0 	 0 
764	 4085	 4087	 0 	 0 
765	 4119	 4103	 0 	 0 
766	 3039	 3040	 0 	 0 
767	 3036	 3037	 0 	 0 
768	 3037	 3038	 0 	 0 
769	 4055	 4059	 0 	 0 
770	 4058	 4057	 0 	 0 
771	 4057	 4056	 0 	 0 
772	 4056	 5055	 0 	 0 
773	 5055	 5052	 0 	 0 
774	 2115	 2111	 0 	 0 
775	 2111	 2110	 0 	 0 
776	 2110	 2113	 0 	 0 
777	 2113	 2112	 0 	 0 
778	 2112	 2114	 0 	 0 
779	 3014	 1937	 0 	 0 
780	 1937	 1936	 0 	 0 
781	 1936	 3011	 0 	 0 
782	 7005	 5108	 0 	 0 
783	 5108	 5109	 0 	 0 
784	 5109	 5830	 0 	 0 
785	 5830	 5876	 0 	 0 
786	 7006	 7005	 0 	 0 
787	 6744	 6743	 0 	 0 
788	 6741	 6742	 0 	 0 
789	 878	 877	 0 	 0 
790	 877	 876	 0 	 0 
791	 1845	 1846	 0 	 0 
792	 6336	 5830	 0 	 0 
793	 5109	 5107	 0 	 0 
