write testing
INTEGRATORNAME	RK4_Adaptive
CURRENTTIME	0
Global:
LX	375
LY	375
A0	2812.5
SEED	89542
TIMEINTERVAL	0.1
MINAREA	28.125
MINLENGTH	0.883883
NEWEDGELENGTH	1.76777
K	0.848528
GAMMA	1
TOTALTIME	10
VERBOSEON	1
INITIALSTEPSIZE	0.0001
error_tolerance_absolute_mechanical	0.01
TISSUE_ALPHA	100
ALPHAM	0.282843
TISSUE_EXT_STRESS_X	0
TISSUE_EXT_STRESS_Y	0
equilibriumtolerance	1e-11
NUCLEATIONTHRESHOLD	1
NUCLEATIONBASECRITERIA	0
PuLLINGDIR_X	0
PuLLINGDIR_Y	1
C4	0
NUMBER_OF_CELLS	50
endGlobal
Vertices
id	x	y	Angles(theta1)	Angles(theta2)	Angles(theta3)	PsiAngle1	PsiAngle2	PsiAngle3
44	2857.76	6	0	0	0	2831.89	219.723	0.00768037	115.437	51.6636	2,67,121,122,127,146,	635,466,465,631,630,637,	quadratic
45	2646.9	6	0	0	1	2640.23	205.782	0.00213584	279.546	0.227855	26,79,98,107,142,149,	880,843,579,578,841,878,	quadratic
46	2690.84	7	0	0	0	2717.58	198.082	-0.00843287	183.903	337.59	20,50,113,130,136,140,150,	733,584,73,204,839,71,732,	quadratic
47	2446.56	6	0	0	0	2449.79	197.365	-0.00112222	247.96	342.393	80,112,141,149,150,155,	578,894,895,732,71,841,	quadratic
48	3001.33	5	0	1	0	2946.4	208.831	0.0155301	349.182	114.358	39,87,109,114,134,	856,853,852,854,175,	quadratic
49	3200.48	7	0	1	0	3206.27	218.63	-0.00153582	37.9912	303.407	43,52,89,118,135,145,151,	580,882,883,72,192,193,189,	quadratic
50	3000.65	7	0	1	1	3006.87	221.655	-0.00175939	18.5316	369.131	45,65,84,99,138,147,151,	882,641,850,49,634,78,883,	quadratic
End

INTEGRATORNAME	RK4_Adaptive
CURRENTTIME	3.2
Global:
LX	374.626
LY	373.834
A0	2812.5
SEED	89542
TIMEINTERVAL	0.1
MINAREA	28.125
MINLENGTH	0.883883
NEWEDGELENGTH	1.76777
K	0.848528
GAMMA	1
TOTALTIME	10
VERBOSEON	1
INITIALSTEPSIZE	0.0001
error_tolerance_absolute_mechanical	0.01
TISSUE_ALPHA	100
ALPHAM	0.282843
TISSUE_EXT_STRESS_X	0
TISSUE_EXT_STRESS_Y	0
equilibriumtolerance	1e-11
NUCLEATIONTHRESHOLD	1
NUCLEATIONBASECRITERIA	0
PuLLINGDIR_X	0
PuLLINGDIR_Y	1
C4	0
NUMBER_OF_CELLS	50
endGlobal
Vertices
id	x	y	Angles(theta1)	Angles(theta2)	Angles(theta3)	PsiAngle1	PsiAngle2	PsiAngle3
49	8.59996	28.6005	2.49338	1.54649	2.24331	1.26247	0.140812	1.10588
64	11.8006	102.707	1.73788	2.2664	2.2789	0.205538	1.34499	0.927663
65	34.0521	61.617	2.36275	1.9319	1.98854	1.04616	1.10116	0.0802105
71	212.856	355.268	1.98877	2.15627	2.13814	0.393064	1.46214	0.685069
72	77.1392	302.977	2.16643	1.82048	2.29628	0.724772	1.26868	0.185465
73	146.537	328.975	2.02062	2.23442	2.02814	1.36876	0.354683	0.655628
78	57.522	346.772	2.25044	1.75228	2.28047	0.955798	1.04556	0.0796585
172	36.3862	206.65	2.37781	2.06966	1.83571	0.639346	1.5572	0.395486
173	28.1122	175.225	2.06859	2.16849	2.0461	1.25215	0.229094	0.805201
175	10.1715	103.057	2.20192	2.27539	1.80587	1.31275	0.925907	0.175055
189	6.74764	277.716	1.89292	2.02999	2.36028	0.999433	0.962022	0.0155638
192	75.0572	294.364	1.97675	1.97913	2.32731	1.50769	0.344039	0.644335
193	42.6086	275.814	1.95337	2.5693	1.76052	0.457365	1.33762	0.827284
194	97.9655	267.043	1.35863	2.38206	2.54249	1.4967	0.373647	0.30567
195	98.0268	277.064	1.74256	2.33043	2.2102	0.705637	1.33085	0.459577
196	50.9026	215.541	2.53098	1.7686	1.98361	1.32654	0.823245	0.442245
197	61.8711	214.87	1.72588	2.11496	2.44234	0.102635	1.11854	1.16012
204	147.219	335.852	2.44672	1.70054	2.13592	0.446339	1.5143	0.40393
205	119.679	357.405	2.30814	2.17108	1.80397	1.32349	0.421506	0.732563
465	136.149	28.7552	2.31694	1.68021	2.28603	1.45863	0.53995	0.61852
466	147.288	86.4435	2.10704	2.38229	1.79385	0.708019	1.53665	0.483128
577	343.372	355.994	2.13456	2.29459	1.85404	0.511099	1.43812	0.636194
578	284.551	344.348	2.37363	2.01251	1.89704	0.55246	1.50098	0.453794
579	312.81	365.142	2.21641	2.09354	1.97323	1.39903	0.755945	0.352259
580	371.991	299.528	1.89833	2.11038	2.27447	0.21541	1.35265	0.839782
581	343.012	308.412	2.32774	1.86067	2.09478	1.46132	0.632881	0.530989
582	327.832	299.793	2.26149	2.19113	1.83056	0.614346	1.52963	0.481222
583	156.446	286.83	1.96983	2.32651	1.98684	1.15056	0.157141	0.827777
584	163.163	313.093	1.89012	2.31014	2.08292	0.876134	1.224	0.278936
627	162.838	92.0406	2.04216	1.87601	2.36501	1.36658	0.184077	0.837005
628	181.335	130.459	2.15441	2.05616	2.07261	0.942304	1.16298	0.0857769
629	205.155	133.692	2.11189	2.10344	2.06786	1.19084	0.156915	0.899028
630	78.8229	34.5496	1.99328	2.03404	2.25586	1.30898	0.704687	0.291954
631	122.042	20.5939	2.15905	2.30476	1.81938	0.555026	1.46471	0.597355
634	47.6121	0.010517	2.05587	1.67318	2.55413	0.191958	1.46902	0.644634
635	140.267	89.5267	2.18888	2.47193	1.62237	1.50824	0.822167	0.272273
636	59.5478	65.0855	2.31605	1.98631	1.98083	1.29324	0.302826	0.855199
637	76.2808	51.2659	1.9588	1.91235	2.41204	0.440485	1.49509	0.51569
641	355.871	363.764	2.15388	1.74738	2.38193	1.50847	0.442154	0.634784
732	217.526	330.083	2.05798	1.97441	2.2508	1.24925	0.766938	0.262051
733	205.496	316.015	1.90527	2.03074	2.34717	1.02156	0.152023	1.10466
754	323.5	275.187	1.79139	2.29378	2.19802	1.34862	0.249613	0.64608
755	145.685	161.614	2.22832	2.29567	1.75919	1.01025	1.25175	0.137591
756	158.153	162.914	2.08715	2.04085	2.15519	1.14749	0.0698949	0.97368
759	132.166	230.581	2.15117	2.37201	1.76	1.12339	1.1382	0.0626175
760	219.686	172.045	2.11694	2.15444	2.01181	0.874488	1.2612	0.202729
761	127.376	131.992	2.64921	1.74402	1.88996	0.307417	1.25239	0.564593
762	126.379	115.732	1.7951	2.59303	1.89505	1.16058	0.213056	0.684495
763	69.5101	100.419	2.10864	1.85821	2.31633	0.791289	1.19214	0.137816
764	70.4741	154.744	2.32275	1.5745	2.38593	1.54176	0.406867	0.754507
801	220.07	115.096	1.93911	2.19297	2.15111	0.915736	1.1503	0.180747
804	259.812	117.237	2.13342	2.2938	1.85596	1.12053	0.192548	0.874161
805	273.931	97.3103	1.86459	2.34729	2.0713	1.09235	1.01359	0.0812978
806	303.85	92.4804	1.9478	2.35691	1.97848	0.349269	1.33851	0.829184
812	233.24	174.567	2.25168	1.73244	2.29907	1.30982	0.160283	0.965555
813	266.615	146.116	2.16483	2.07297	2.04539	0.719728	1.39917	0.316757
815	173.819	192.972	2.19755	1.95871	2.12693	0.952499	1.12563	0.0268556
816	196.294	196.283	2.19214	2.14845	1.94259	1.24235	0.271051	0.82502
817	152.136	229.626	2.12081	2.00959	2.15279	0.0237967	1.0526	1.02859
818	170.588	264.506	1.73795	2.45491	2.09032	1.18841	0.908019	0.0390426
819	209.029	251.791	2.06603	2.55244	1.66472	0.763299	1.54593	0.51292
836	197.394	59.5937	2.38427	2.07365	1.82527	0.87812	1.35084	0.158705
837	202.561	61.2718	2.08081	2.00307	2.19931	1.35442	0.254763	0.78564
838	174.151	16.9932	2.37324	1.7701	2.13984	0.115283	1.1852	0.769766
839	180.328	368.411	1.98057	2.22369	2.07893	1.37429	0.727842	0.262441
841	235.505	370.807	2.04554	2.00523	2.23242	1.5175	0.507885	0.514885
843	304.882	24.8754	2.09557	2.23166	1.95595	0.29109	1.26907	0.824741
844	317.846	37.1162	2.35739	1.84593	2.07986	1.2062	0.895458	0.283237
850	365.878	28.3268	1.84152	2.32693	2.11473	0.904986	1.17924	0.258479
851	358.409	36.0002	2.34341	1.56956	2.37021	0.372818	0.812288	1.1576
852	318.886	133.928	1.96399	2.04169	2.27751	0.647368	1.35547	0.373476
853	317.012	101.969	2.05148	1.97772	2.25399	1.49122	0.523374	0.502365
854	360.457	148.383	1.72898	2.28334	2.27087	1.19911	0.0636816	0.800807
856	359.581	80.587	2.32495	1.94823	2.01001	0.434595	1.4396	0.539519
865	367.766	167.484	2.15409	2.05223	2.07687	0.859195	1.24396	0.166919
866	344.757	194.84	1.73974	2.4875	2.05595	1.40021	0.372234	0.497634
867	343.888	214.065	2.44661	2.05363	1.78295	0.302305	1.19378	0.724511
868	357.734	232.287	2.43989	2.02502	1.81827	1.00065	1.23181	0.0118615
869	364.04	233.692	2.39993	1.71807	2.16518	1.41926	0.336667	0.863299
870	254.944	210.425	2.04789	2.29208	1.94321	1.09115	1.07884	0.0548958
871	285.019	256.46	1.96469	2.06108	2.25741	0.529414	1.48347	0.501128
872	286.958	223.659	2.08097	1.7968	2.40541	1.20745	0.731436	0.309051
873	275.221	209.06	1.98896	2.18073	2.11349	0.100825	1.15757	0.989542
874	255.122	278.147	2.22544	1.78285	2.2749	1.40129	0.263844	0.848873
875	225.422	269.33	2.17534	1.68562	2.42222	0.799093	1.13139	0.0437169
876	220.747	255.03	1.95517	2.17154	2.15648	1.2473	0.169059	0.808524
877	213.171	51.4511	1.50993	2.03094	2.74232	0.391084	1.37935	0.624385
878	235.777	1.46943	2.11781	1.50883	2.65655	0.572189	1.24113	0.182225
879	260.32	69.4074	1.7539	2.14076	2.38853	1.24083	0.0465668	0.830381
880	285.627	27.8492	2.50164	2.27101	1.51053	1.40406	0.98227	0.26855
882	39.0724	337.135	2.4798	2.63809	1.16529	1.16794	1.39101	0.151109
883	52.6775	338.116	2.10696	2.02325	2.15298	1.12544	0.048951	1.00453
885	296.971	166.819	2.29806	1.51594	2.46918	0.618689	1.28831	0.139283
886	294.988	156.883	2.01363	2.13915	2.13041	1.3695	0.304297	0.702516
888	85.4047	192.489	2.13235	2.19641	1.95442	0.881298	1.28308	0.216907
889	107.499	196.621	2.21471	1.68463	2.38385	1.29223	0.100306	1.00705
891	53.0295	146.564	2.23057	1.84798	2.20464	0.676823	1.36245	0.247167
892	49.8533	132.448	1.45784	2.36984	2.45551	1.39232	0.164568	0.564352
894	280.689	321.646	2.25913	1.83637	2.18768	1.56362	0.484128	0.645437
895	272.597	317.753	2.43473	2.47292	1.37553	0.768961	1.45673	0.467501
Edges
id	vertex1	vertex2	xflag	yflag	tension	length	_cell1	_cell2
1	762	635	0	0	1	29.6582	1	28
2	635	466	0	0	1	7.66781	1	44
3	466	627	0	0	1	16.5267	1	29
4	627	628	0	0	1	42.64	1	21
5	628	756	0	0	1	39.8842	1	9
6	756	755	0	0	1	12.5356	1	36
7	755	761	0	0	1	34.8238	1	16
8	761	762	0	0	1	16.29	1	6
9	812	760	0	0	1	13.7874	2	11
10	760	629	0	0	1	41.013	2	9
11	629	801	0	0	1	23.8383	2	21
12	801	804	0	0	1	39.7998	2	38
13	804	813	0	0	1	29.6691	2	33
14	813	812	0	0	1	43.8557	2	41
15	759	194	0	0	1	49.9906	3	42
16	194	197	0	0	1	63.4408	3	27
17	197	888	0	0	1	32.4769	3	14
18	889	759	0	0	1	41.9729	3	36
19	875	733	0	0	1	50.759	4	25
20	733	584	0	0	1	42.4343	4	46
21	584	583	0	0	1	27.1078	4	10
22	583	818	0	0	1	26.427	4	42
23	818	819	0	0	1	40.4891	4	43
24	819	876	0	0	1	12.1573	4	11
25	876	875	0	0	1	15.0451	4	12
26	880	843	0	0	1	19.4829	5	45
27	843	844	0	0	1	17.8302	5	20
28	844	806	0	0	1	57.1061	5	7
29	806	805	0	0	1	30.3055	5	33
30	805	879	0	0	1	31.0457	5	38
31	879	880	0	0	1	48.6573	5	23
32	892	763	0	0	1	37.5798	6	37
33	763	762	0	0	1	58.8944	6	28
34	761	764	0	0	1	61.2818	6	16
35	764	891	0	0	1	19.2672	6	14
36	853	806	0	0	1	16.2261	7	33
37	844	851	0	0	1	40.5782	7	20
38	851	856	0	0	1	44.6022	7	17
39	856	853	0	0	1	47.6377	7	48
40	641	577	0	0	1	14.7169	8	20
41	577	581	0	0	1	47.5838	8	15
42	581	580	0	0	1	30.3103	8	18
43	580	882	1	0	1	56.1587	8	49
45	882	641	1	0	1	63.6632	8	50
46	815	756	0	0	1	33.8955	9	36
47	628	629	0	0	1	24.0378	9	21
48	760	816	0	0	1	33.6842	9	11
49	816	815	0	0	1	22.7178	9	43
50	584	73	0	0	1	22.9929	10	46
51	73	72	0	0	1	74.1077	10	34
52	72	192	0	0	1	8.86071	10	49
53	192	195	0	0	1	28.7557	10	27
54	195	583	0	0	1	59.2298	10	42
55	819	816	0	0	1	56.9497	11	43
56	812	870	0	0	1	41.9146	11	41
57	870	876	0	0	1	56.2057	11	12
58	870	873	0	0	1	20.3227	12	41
59	873	872	0	0	1	18.7318	12	19
60	872	871	0	0	1	32.8576	12	32
61	871	874	0	0	1	36.9349	12	22
62	874	875	0	0	1	30.9813	12	25
63	636	65	0	0	1	25.7305	13	37
64	65	49	0	0	1	41.6882	13	17
65	49	634	0	0	1	48.3666	13	50
66	634	630	0	0	1	46.5517	13	40
67	630	637	0	0	1	16.9084	13	44
68	637	636	0	0	1	21.702	13	28
69	764	888	0	0	1	40.5907	14	16
71	197	196	0	0	1	10.989	14	27
72	196	172	0	0	1	17.0229	14	39
73	172	173	0	0	1	32.4955	14	30
74	173	891	0	0	1	37.9777	14	26
76	894	582	0	0	1	51.962	15	22
77	582	581	0	0	1	17.4555	15	18
78	577	579	0	0	1	31.9024	15	20
79	579	578	0	0	1	35.0847	15	45
80	578	894	0	0	1	23.0287	15	47
82	755	889	0	0	1	51.8037	16	36
83	851	850	0	0	1	10.7084	17	20
84	850	49	1	0	1	17.3494	17	50
85	65	64	0	0	1	46.7282	17	37
86	64	175	0	0	1	1.66629	17	26
87	175	856	1	0	1	33.7753	17	48
88	869	189	1	0	1	47.3134	18	39
89	189	580	1	0	1	23.7443	18	49
90	582	754	0	0	1	24.9841	18	22
91	754	868	0	0	1	54.8859	18	32
92	868	869	0	0	1	6.45978	18	30
93	873	885	0	0	1	47.5114	19	41
95	885	866	0	0	1	55.3961	19	24
96	866	867	0	0	1	19.2441	19	30
97	867	872	0	0	1	57.7329	19	32
98	843	579	0	1	1	34.4913	20	45
99	641	850	0	1	1	39.68	20	50
100	837	801	0	0	1	56.6008	21	38
101	627	836	0	0	1	47.4016	21	29
102	836	837	0	0	1	5.43278	21	35
103	871	754	0	0	1	42.796	22	32
104	895	874	0	0	1	43.2891	22	25
105	879	877	0	0	1	50.4525	23	38
106	877	878	0	0	1	54.856	23	35
107	878	880	0	0	1	56.4001	23	45
108	886	852	0	0	1	33.1362	24	33
109	852	854	0	0	1	44.013	24	48
110	854	865	0	0	1	20.4511	24	26
111	865	866	0	0	1	35.7463	24	30
112	895	732	0	0	1	56.4343	25	47
113	732	733	0	0	1	18.5099	25	46
114	854	175	1	0	1	51.4475	26	48
115	64	892	0	0	1	48.2963	26	37
116	173	865	1	0	1	35.8186	26	30
117	194	195	0	0	1	10.0217	27	42
118	192	193	0	0	1	37.3764	27	49
119	193	196	0	0	1	60.8416	27	39
120	763	636	0	0	1	36.7111	28	37
121	637	635	0	0	1	74.5528	28	44
122	466	465	0	0	1	58.7539	29	44
123	465	838	0	0	1	39.7808	29	31
124	838	836	0	0	1	48.5286	29	35
125	172	869	1	0	1	54.2005	30	39
126	868	867	0	0	1	22.8861	30	32
127	465	631	0	0	1	16.2971	31	44
128	631	205	0	1	1	37.0984	31	40
129	205	204	0	0	1	34.9714	31	34
130	204	839	0	0	1	46.4357	31	46
131	839	838	0	1	1	23.2518	31	35
132	886	813	0	0	1	30.3477	33	41
133	804	805	0	0	1	24.4224	33	38
134	853	852	0	0	1	32.0139	33	48
135	883	72	0	0	1	42.8155	34	49
136	73	204	0	0	1	6.91123	34	46
137	205	78	0	0	1	63.0597	34	40
138	78	883	0	0	1	9.9197	34	50
139	877	837	0	0	1	14.4576	35	38
140	839	71	0	0	1	35.0828	35	46
141	71	841	0	0	1	27.4675	35	47
142	841	878	0	1	1	4.50455	35	45
143	817	759	0	0	1	19.9933	36	42
144	815	817	0	0	1	42.5874	36	43
145	193	189	0	0	1	35.9113	39	49
146	631	630	0	0	1	45.4168	40	44
147	634	78	0	1	1	28.8291	40	50
148	817	818	0	0	1	39.4596	42	43
149	841	578	0	0	1	55.7271	45	47
150	732	71	0	0	1	25.6143	46	47
151	882	883	0	0	1	13.6404	50	49
152	885	886	0	0	1	10.1322	24	41
153	888	889	0	0	1	22.4777	3	16
154	891	892	0	0	1	14.4694	6	26
155	894	895	0	0	1	8.9801	22	47
Cells
id	A0	EdgeNumb	Type	xflag	yflag	Area	Pressure	Perimeter	Centerx	Centery	EdgeList	CWVertices	dEnergy
1	2748.27	8	0	0	0	2746.36	200.026	0.000590069	152.082	124.5	1,2,3,4,5,6,7,8,	761,755,756,628,627,466,635,762,	quadratic
2	2572.61	6	0	0	0	2553.9	191.963	0.00617297	235.45	141.507	9,10,11,12,13,14,	813,804,801,629,760,812,	quadratic
3	2894.22	5	0	0	0	2845.88	210.359	0.0141697	97.1605	225.491	15,16,17,18,153,	889,888,197,194,759,	quadratic
4	3131.85	7	0	0	0	3145.52	214.42	-0.00370296	191.169	284.907	19,20,21,22,23,24,25,	876,819,818,583,584,733,875,	quadratic
5	2770.02	6	0	0	0	2740.6	204.428	0.00901347	290.296	61.626	26,27,28,29,30,31,	879,805,806,844,843,880,	quadratic
6	2713.32	6	0	0	0	2670.76	207.783	0.0133082	85.685	127.51	8,32,33,34,35,154,	761,762,763,892,891,764,	quadratic
7	2748.35	5	0	0	0	2707.16	206.15	0.012719	333.136	66.5044	28,36,37,38,39,	844,806,853,856,851,	quadratic
8	2806.44	5	0	1	0	2797.76	212.433	0.00262376	369.783	331.514	40,41,42,43,45,	882,580,581,577,641,	quadratic
9	2721.82	6	0	0	0	2701.99	195.233	0.00618311	189.288	163.838	5,10,46,47,48,49,	628,756,815,816,760,629,	quadratic
10	2839.51	6	0	0	0	2838.66	221.055	0.000254128	122.775	300.738	21,50,51,52,53,54,	584,583,195,192,72,73,	quadratic
11	2963.92	6	0	0	0	2946.26	214.699	0.00505624	223.183	211.224	9,24,48,55,56,57,	812,760,816,819,876,870,	quadratic
12	3061.87	7	0	0	0	3061.84	211.079	9.17403e-06	257.179	244.442	25,57,58,59,60,61,62,	876,875,874,871,872,873,870,	quadratic
13	2772.67	6	0	0	0	2748.41	200.947	0.0074248	46.3272	35.4796	63,64,65,66,67,68,	637,630,634,49,65,636,	quadratic
14	2592.52	7	0	0	0	2568.59	190.82	0.00783269	55.9269	182.973	17,35,69,71,72,73,74,	197,888,764,891,173,172,196,	quadratic
15	2948.58	6	0	0	0	2946.36	207.017	0.000638928	316.109	332.978	41,76,77,78,79,80,	577,581,582,894,578,579,	quadratic
16	2940.18	5	0	0	0	2884.81	210.978	0.0159782	107.61	164.522	7,34,69,82,153,	755,761,764,888,889,	quadratic
17	2517.03	7	0	1	0	2497.43	196.518	0.00660592	5.34292	62.5658	38,64,83,84,85,86,87,	851,856,175,64,65,49,850,	quadratic
18	2792.23	7	0	1	0	2790.47	205.153	0.000532652	352.904	274.885	42,77,88,89,90,91,92,	581,580,189,869,868,754,582,	quadratic
19	2487.33	5	0	0	0	2448.07	198.616	0.0133929	309.181	199.387	59,93,95,96,97,	873,872,867,866,885,	quadratic
20	2543.77	7	0	0	1	2549.37	189.907	-0.00186805	335.46	12.3916	27,37,40,78,83,98,99,	843,844,851,850,641,577,579,	quadratic
21	2598.13	6	0	0	0	2582.96	199.951	0.00495433	193.067	100.087	4,11,47,100,101,102,	627,628,629,801,837,836,	quadratic
22	2983.51	6	0	0	0	2975.8	208.946	0.00219371	291.165	288.692	61,76,90,103,104,155,	871,874,895,894,582,754,	quadratic
23	2796.77	4	0	0	0	2750.9	210.366	0.0139178	248.448	36.8589	31,105,106,107,	879,880,878,877,	quadratic
24	2667.99	6	0	0	0	2633.23	198.875	0.0110555	332.533	162.61	95,108,109,110,111,152,	885,866,865,854,852,886,	quadratic
25	2563.58	5	0	0	0	2556.22	199.973	0.00243516	237.337	302.165	19,62,104,112,113,	875,733,732,895,874,	quadratic
26	3039.19	7	0	1	0	3011.07	210.127	0.00785032	18.5243	142.715	74,86,110,114,115,116,154,	173,891,892,64,175,854,865,	quadratic
27	2723.76	6	0	0	0	2701.49	211.425	0.00693757	67.624	258.077	16,53,71,117,118,119,	194,197,196,193,192,195,	quadratic
28	2966	5	0	0	0	2918.02	221.519	0.0137275	96.8649	85.6567	1,33,68,120,121,	762,635,637,636,763,	quadratic
29	2912.71	5	0	0	0	2889.94	210.992	0.00663578	164.283	53.2323	3,101,122,123,124,	466,627,836,838,465,	quadratic
30	3005.51	7	0	1	0	2982.73	206.851	0.00643	0.840466	199.46	73,92,96,111,116,125,126,	172,173,865,866,867,868,869,	quadratic
31	2725.16	6	0	0	1	2725.79	197.835	-0.00019523	147.278	371.957	123,127,128,129,130,131,	465,838,839,204,205,631,	quadratic
32	2934.09	5	0	0	0	2900.22	211.158	0.00979501	318.676	241.404	60,91,97,103,126,	872,871,754,868,867,	quadratic
33	2832.09	7	0	0	0	2814.71	196.121	0.00520688	290.52	123.116	13,29,36,108,132,133,134,	804,813,886,852,853,806,805,	quadratic
34	3098.38	6	0	0	0	3094.07	231.785	0.00118034	97.9591	332.926	51,129,135,136,137,138,	73,72,883,78,205,204,	quadratic
35	2975.5	8	0	0	1	2997.64	213.582	-0.00631381	204.118	17.0273	102,106,124,131,139,140,141,142,	836,837,877,878,841,71,839,838,	quadratic
36	2833.4	6	0	0	0	2795.13	202.788	0.0114626	142.836	196.98	6,18,46,82,143,144,	756,755,889,759,817,815,	quadratic
37	2540.57	5	0	0	0	2495.03	195.046	0.0152087	43.1208	94.6033	32,63,85,115,120,	892,763,636,65,64,	quadratic
38	3117.92	6	0	0	0	3093.58	216.779	0.00662489	237.256	86.7872	12,30,100,105,133,139,	801,804,805,879,877,837,	quadratic
39	3021.19	5	0	1	0	2988.75	215.29	0.00910971	23.3921	244.146	72,88,119,125,145,	196,172,869,189,193,	quadratic
40	3241.8	5	0	0	1	3211.71	220.956	0.00787607	86.3692	2.0711	66,128,137,146,147,	634,630,631,205,78,	quadratic
41	2570.56	6	0	0	0	2547.71	194.084	0.00754185	266.428	177.865	14,56,58,93,132,152,	813,812,870,873,885,886,	quadratic
42	2738	6	0	0	0	2722.78	205.122	0.00471468	136.569	260.329	15,22,54,117,143,148,	759,194,195,583,818,817,	quadratic
43	2704.68	5	0	0	0	2673.38	202.204	0.00981867	181.329	229.316	23,49,55,144,148,	818,819,816,815,817,	quadratic
44	2857.76	6	0	0	0	2831.73	219.597	0.00772817	115.482	51.6019	2,67,121,122,127,146,	635,466,465,631,630,637,	quadratic
45	2646.9	6	0	0	1	2639.05	205.691	0.00251598	279.534	0.213189	26,79,98,107,142,149,	880,843,579,578,841,878,	quadratic
46	2690.84	7	0	0	0	2715.85	197.981	-0.00788743	183.892	337.547	20,50,113,130,136,140,150,	733,584,73,204,839,71,732,	quadratic
47	2446.56	6	0	0	0	2448.39	197.252	-0.000634785	247.944	342.363	80,112,141,149,150,155,	578,894,895,732,71,841,	quadratic
48	3001.33	5	0	1	0	2948.07	208.887	0.0150595	349.165	114.342	39,87,109,114,134,	856,853,852,854,175,	quadratic
49	3200.48	7	0	1	0	3205.64	218.507	-0.00136799	38.0396	303.419	43,52,89,118,135,145,151,	580,882,883,72,192,193,189,	quadratic
50	3000.65	7	0	1	1	3006.11	221.448	-0.00154519	18.6056	369.093	45,65,84,99,138,147,151,	882,641,850,49,634,78,883,	quadratic
End

INTEGRATORNAME	RK4_Adaptive
CURRENTTIME	3.3
Global:
LX	374.621
LY	373.827
A0	2812.5
SEED	89542
TIMEINTERVAL	0.1
MINAREA	28.125
MINLENGTH	0.883883
NEWEDGELENGTH	1.76777
K	0.848528
GAMMA	1
TOTALTIME	10
VERBOSEON	1
INITIALSTEPSIZE	0.0001
error_tolerance_absolute_mechanical	0.01
TISSUE_ALPHA	100
ALPHAM	0.282843
TISSUE_EXT_STRESS_X	0
TISSUE_EXT_STRESS_Y	0
equilibriumtolerance	1e-11
NUCLEATIONTHRESHOLD	1
NUCLEATIONBASECRITERIA	0
PuLLINGDIR_X	0
PuLLINGDIR_Y	1
C4	0
NUMBER_OF_CELLS	50
endGlobal
Vertices
id	x	y	Angles(theta1)	Angles(theta2)	Angles(theta3)	PsiAngle1	PsiAngle2	PsiAngle3
49	8.69683	28.5834	2.48764	1.55069	2.24485	1.26526	0.142838	1.10098
64	11.8004	102.702	1.73843	2.2676	2.27715	0.20689	1.34547	0.926911
65	33.9557	61.6304	2.35796	1.93094	1.99429	1.04443	1.10002	0.0789599
71	212.83	355.254	1.98663	2.1585	2.13806	0.392886	1.46191	0.686364
72	77.1698	303.019	2.16358	1.82241	2.29719	0.723854	1.26914	0.187353
73	146.532	328.964	2.02204	2.23436	2.02678	1.36896	0.355564	0.655457
78	57.5383	346.762	2.25135	1.75253	2.27931	0.956118	1.04582	0.0798539
172	36.2723	206.64	2.37859	2.06403	1.84057	0.636677	1.55696	0.395337
173	28.0789	175.231	2.07092	2.16893	2.04334	1.25283	0.23116	0.8043
175	10.1772	103.051	2.20171	2.27539	1.80609	1.31252	0.926028	0.174825
189	6.7761	277.782	1.89028	2.03211	2.36079	1.00124	0.959959	0.0148196
192	75.1047	294.388	1.97532	1.98193	2.32594	1.50795	0.344984	0.642674
193	42.6093	275.77	1.95349	2.5652	1.76449	0.456452	1.3387	0.826149
194	98.0049	266.945	1.36135	2.37756	2.54428	1.49735	0.372106	0.30857
195	98.105	277.049	1.7476	2.32872	2.20687	0.706907	1.33125	0.457451
196	50.9301	215.68	2.52288	1.77449	1.98581	1.32754	0.82115	0.44029
197	61.8825	214.955	1.72906	2.11193	2.44219	0.0990361	1.12206	1.155
204	147.217	335.92	2.4427	1.70485	2.13564	0.447498	1.51532	0.404925
205	119.7	357.404	2.30914	2.17008	1.80396	1.32413	0.422147	0.732423
465	136.253	28.7534	2.31437	1.68354	2.28527	1.45827	0.540693	0.616495
466	147.237	86.3815	2.10594	2.37776	1.79949	0.706159	1.53569	0.482719
577	343.309	355.946	2.13246	2.29201	1.85871	0.510633	1.43999	0.635372
578	284.45	344.335	2.36678	2.01249	1.90392	0.549684	1.50164	0.456559
579	312.816	365.179	2.2139	2.09686	1.97242	1.40094	0.754446	0.352506
580	372.081	299.501	1.90229	2.10554	2.27535	0.214431	1.35211	0.83834
581	343.021	308.469	2.32414	1.86406	2.09498	1.4614	0.632697	0.529372
582	327.768	299.774	2.26044	2.1871	1.83565	0.6121	1.52993	0.481447
583	156.416	286.872	1.96899	2.32276	1.99143	1.15139	0.155674	0.828823
584	163.208	313.063	1.89305	2.31147	2.07867	0.878016	1.22424	0.277718
627	162.888	92.0381	2.04022	1.87925	2.36371	1.36692	0.185067	0.835044
628	181.263	130.46	2.1513	2.05603	2.07586	0.941251	1.16241	0.0867628
629	205.145	133.689	2.1118	2.10426	2.06712	1.1903	0.156737	0.899164
630	78.8646	34.5325	1.99375	2.0321	2.25734	1.31091	0.702015	0.29486
631	122.052	20.5062	2.16054	2.30142	1.82122	0.554133	1.46474	0.596578
